Hour;DateTime;T36;RH36;AT36;Tamb;RHamb;ATamb;T36-Tamb;AT36-ATamb
3812;27.01.2022 09:00;18.9;76;20.4;-1.7;74;-4.6;20.6;25.0
3813;27.01.2022 10:00;18.6;76;20.0;0.9;64;-1.9;17.7;21.9
3814;27.01.2022 11:00;18.4;76;19.7;3.2;57;0.4;15.2;19.3
3815;27.01.2022 12:00;19.5;74;21.1;5.0;51;2.3;14.5;18.8
3816;27.01.2022 13:00;20.4;74;22.3;5.5;47;2.8;14.9;19.5
3817;27.01.2022 14:00;21.1;74;23.3;5.8;47;3.1;15.3;20.2
3818;27.01.2022 15:00;21.6;70;23.6;6.2;47;3.5;15.4;20.1
3819;27.01.2022 16:00;21.7;65;23.3;6.2;47;3.5;15.5;19.8
3820;27.01.2022 17:00;21.7;63;23.1;5.5;49;2.8;16.2;20.2
3821;27.01.2022 18:00;21.6;62;22.9;4.4;53;1.7;17.2;21.1
3822;27.01.2022 19:00;21.4;63;22.7;2.9;57;0.2;18.5;22.5
3823;27.01.2022 20:00;21.2;65;22.6;2.9;57;0.2;18.3;22.4
3824;27.01.2022 21:00;20.8;57;21.4;2.4;59;-0.3;18.4;21.8
3825;27.01.2022 22:00;20.6;66;21.9;2.2;60;-0.6;18.4;22.5
3826;27.01.2022 23:00;20.5;65;21.7;1.7;61;-1.1;18.8;22.8
3827;28.01.2022 00:00;20.6;64;21.7;1.3;62;-1.6;19.3;23.3
3828;28.01.2022 01:00;20.0;67;21.1;0.9;63;-1.9;19.1;23.1
3829;28.01.2022 02:00;19.9;65;20.9;0.7;65;-2.1;19.2;23.1
3830;28.01.2022 03:00;19.8;64;20.7;0.6;68;-2.1;19.2;22.8
3831;28.01.2022 04:00;19.7;65;20.7;0.5;68;-2.3;19.2;22.9
3832;28.01.2022 05:00;19.9;70;21.3;0.2;68;-2.5;19.7;23.9
3833;28.01.2022 06:00;19.8;69;21.1;-0.1;70;-2.9;19.9;24.0
3834;28.01.2022 07:00;20.7;63;21.8;-0.7;74;-3.5;21.4;25.2
3835;28.01.2022 08:00;19.9;61;20.6;-1.4;80;-4.1;21.3;24.6
3836;28.01.2022 09:00;19.6;67;20.7;-0.1;83;-2.6;19.7;23.3
3837;28.01.2022 10:00;20.1;70;21.6;3.1;78;0.9;17.0;20.7
3838;28.01.2022 11:00;19.9;71;21.3;6.2;69;4.2;13.7;17.1
3839;28.01.2022 12:00;20.2;72;21.8;7.1;67;5.2;13.1;16.6
3840;28.01.2022 13:00;20.9;71;22.7;8.6;64;6.8;12.3;15.9
3841;28.01.2022 14:00;24.1;62;26.3;9.3;58;7.4;14.8;18.9
3842;28.01.2022 15:00;27.1;60;30.3;7.7;69;6.0;19.4;24.4
3843;28.01.2022 16:00;26.6;60;29.6;8.2;66;6.5;18.4;23.1
3844;28.01.2022 17:00;26.3;60;29.1;7.7;71;6.1;18.6;23.1
3845;28.01.2022 18:00;25.8;57;28.1;7.1;77;5.5;18.7;22.6
3846;28.01.2022 19:00;26.3;57;28.8;6.3;80;4.7;20.0;24.1
3847;28.01.2022 20:00;25.4;59;27.7;6.0;81;4.4;19.4;23.4
3848;28.01.2022 21:00;25.1;61;27.5;5.2;81;3.5;19.9;24.1
3849;28.01.2022 22:00;24.9;57;26.8;4.9;78;3.0;20.0;23.9
3850;28.01.2022 23:00;24.4;55;26.0;4.5;82;2.6;19.9;23.3
3851;29.01.2022 00:00;23.9;60;25.8;4.6;84;2.9;19.3;22.9
3852;29.01.2022 01:00;23.4;54;24.6;4.4;87;2.7;19.0;21.8
3853;29.01.2022 02:00;23.3;59;24.9;4.4;89;2.7;18.9;22.2
3854;29.01.2022 03:00;22.6;60;24.0;4.2;92;2.6;18.4;21.5
3855;29.01.2022 04:00;22.5;62;24.1;4.1;94;2.5;18.4;21.6
3856;29.01.2022 05:00;22.5;66;24.5;4.5;94;3.0;18.0;21.5
3857;29.01.2022 06:00;22.4;66;24.4;4.1;79;2.1;18.3;22.3
3858;29.01.2022 07:00;22.2;71;24.5;3.7;84;1.8;18.5;22.7
3859;29.01.2022 08:00;22.0;66;23.8;3.3;87;1.4;18.7;22.4
3860;29.01.2022 09:00;22.0;67;23.9;3.2;88;1.3;18.8;22.7
3861;29.01.2022 10:00;21.6;69;23.5;2.9;89;1.0;18.7;22.5
3862;29.01.2022 11:00;21.9;70;24.0;3.3;88;1.4;18.6;22.6
3863;29.01.2022 12:00;21.6;66;23.3;3.7;86;1.8;17.9;21.5
3864;29.01.2022 13:00;21.9;64;23.5;4.0;85;2.1;17.9;21.3
3865;29.01.2022 14:00;22.1;65;23.8;5.2;80;3.5;16.9;20.4
3866;29.01.2022 15:00;22.4;61;23.9;8.7;47;6.3;13.7;17.6
3867;29.01.2022 16:00;22.5;56;23.6;8.5;48;6.1;14.0;17.4
3868;29.01.2022 17:00;22.1;60;23.4;8.0;49;5.6;14.1;17.8
3869;29.01.2022 18:00;21.8;59;22.9;6.9;53;4.4;14.9;18.5
3870;29.01.2022 19:00;21.8;60;23.0;5.3;64;3.0;16.5;20.0
3871;29.01.2022 20:00;21.8;61;23.1;4.6;73;2.5;17.2;20.6
3872;29.01.2022 21:00;21.3;61;22.4;2.9;86;0.9;18.4;21.6
3873;29.01.2022 22:00;21.3;57;22.0;2.2;91;0.3;19.1;21.8
3874;29.01.2022 23:00;21.3;64;22.7;1.8;93;-0.2;19.5;22.9
3875;30.01.2022 00:00;21.8;67;23.6;1.8;96;-0.1;20.0;23.8
3876;30.01.2022 01:00;21.7;68;23.5;1.9;96;0.0;19.8;23.6
3877;30.01.2022 02:00;21.6;69;23.5;1.0;96;-1.0;20.6;24.6
3878;30.01.2022 03:00;21.1;67;22.6;0.5;97;-1.6;20.6;24.2
3879;30.01.2022 04:00;20.7;64;21.9;-0.2;97;-2.4;20.9;24.3
3880;30.01.2022 05:00;20.7;66;22.0;-0.8;97;-3.1;21.5;25.1
3881;30.01.2022 06:00;21.0;66;22.4;0.6;96;-1.6;20.4;24.0
3882;30.01.2022 07:00;20.2;65;21.3;0.9;96;-1.1;19.3;22.4
3883;30.01.2022 08:00;20.7;62;21.7;0.7;96;-1.4;20.0;23.1
3884;30.01.2022 09:00;20.3;71;21.9;0.4;94;-1.8;19.9;23.7
3885;30.01.2022 10:00;20.5;71;22.2;2.1;79;-0.1;18.4;22.3
3886;30.01.2022 11:00;20.6;71;22.3;4.4;63;2.0;16.2;20.3
3887;30.01.2022 12:00;20.8;72;22.7;6.7;49;4.1;14.1;18.6
3888;30.01.2022 13:00;22.0;70;24.2;8.4;39;5.7;13.6;18.5
3889;30.01.2022 14:00;24.4;64;27.0;9.1;36;6.3;15.3;20.7
3890;30.01.2022 15:00;26.3;61;29.2;9.6;45;7.2;16.7;22.0
3891;30.01.2022 16:00;26.0;61;28.9;8.9;46;6.5;17.1;22.5
3892;30.01.2022 17:00;26.1;59;28.8;8.3;52;6.1;17.8;22.7
3893;30.01.2022 18:00;25.8;60;28.4;6.9;67;5.0;18.9;23.5
3894;30.01.2022 19:00;25.5;58;27.8;4.6;81;2.8;20.9;25.0
3895;30.01.2022 20:00;25.0;59;27.2;3.6;88;1.7;21.4;25.5
3896;30.01.2022 21:00;24.4;52;25.7;3.8;89;2.0;20.6;23.7
3897;30.01.2022 22:00;23.9;53;25.1;4.8;84;3.1;19.1;22.0
3898;30.01.2022 23:00;24.0;59;25.8;3.2;91;1.4;20.8;24.5
3899;31.01.2022 00:00;23.8;60;25.6;3.8;85;1.9;20.0;23.8
3900;31.01.2022 01:00;23.0;64;25.0;5.5;80;3.7;17.5;21.2
3901;31.01.2022 02:00;22.3;64;24.0;6.9;73;5.1;15.4;18.8
3902;31.01.2022 03:00;22.0;63;23.5;4.1;84;2.3;17.9;21.2
3903;31.01.2022 04:00;21.9;63;23.4;3.4;77;1.2;18.5;22.2
3904;31.01.2022 05:00;22.2;64;23.9;2.4;73;0.0;19.8;23.9
3905;31.01.2022 06:00;21.8;66;23.5;2.1;74;-0.3;19.7;23.8
3906;31.01.2022 07:00;22.0;67;23.9;1.5;72;-1.0;20.5;24.9
3907;31.01.2022 08:00;21.8;61;23.1;1.4;70;-1.2;20.4;24.3
3908;31.01.2022 09:00;22.7;70;25.1;2.0;71;-0.6;20.7;25.7
3909;31.01.2022 10:00;22.6;64;24.4;4.7;55;2.1;17.9;22.3
3910;31.01.2022 11:00;22.9;66;25.1;5.9;47;3.2;17.0;21.9
3911;31.01.2022 12:00;23.2;63;25.2;6.8;43;4.0;16.4;21.1
3912;31.01.2022 13:00;24.6;56;26.3;7.7;39;4.8;16.9;21.5
3913;31.01.2022 14:00;25.4;60;27.9;8.3;38;5.5;17.1;22.4
3914;31.01.2022 15:00;25.2;64;28.0;9.0;41;6.4;16.2;21.6
3915;31.01.2022 16:00;25.2;60;27.6;9.0;41;6.3;16.2;21.3
3916;31.01.2022 17:00;25.3;64;28.2;8.6;41;6.0;16.7;22.2
3917;31.01.2022 18:00;25.1;61;27.6;7.2;48;4.6;17.9;22.9
3918;31.01.2022 19:00;24.9;59;27.1;5.5;52;2.9;19.4;24.2
3919;31.01.2022 20:00;24.3;57;26.1;4.7;54;2.0;19.6;24.1
3920;31.01.2022 21:00;24.0;57;25.6;3.9;55;1.2;20.1;24.4
3921;31.01.2022 22:00;23.6;53;24.7;3.4;59;0.8;20.2;23.9
3922;31.01.2022 23:00;22.8;56;24.0;2.9;69;0.4;19.9;23.5
3923;1.02.2022 00:00;22.5;58;23.8;2.5;75;0.1;20.0;23.6
3924;1.02.2022 01:00;22.0;55;22.8;3.3;71;0.9;18.7;21.9
3925;1.02.2022 02:00;21.5;56;22.3;4.0;70;1.8;17.5;20.5
3926;1.02.2022 03:00;21.8;61;23.1;4.7;77;2.7;17.1;20.4
3927;1.02.2022 04:00;21.9;59;23.0;4.9;76;3.0;17.0;20.1
3928;1.02.2022 05:00;21.7;64;23.2;5.5;78;3.7;16.2;19.5
3929;1.02.2022 06:00;21.8;55;22.6;5.9;78;4.2;15.9;18.4
3930;1.02.2022 07:00;22.2;62;23.7;5.6;81;3.9;16.6;19.8
3931;1.02.2022 08:00;22.2;67;24.2;5.3;77;3.4;16.9;20.7
3932;1.02.2022 09:00;22.0;70;24.1;7.0;75;5.4;15.0;18.8
3933;1.02.2022 10:00;21.8;68;23.7;8.9;71;7.5;12.9;16.2
3934;1.02.2022 11:00;21.7;63;23.1;9.5;71;8.1;12.2;14.9
3935;1.02.2022 12:00;21.8;65;23.5;10.5;71;9.4;11.3;14.1
3936;1.02.2022 13:00;21.5;69;23.4;12.8;70;12.1;8.7;11.3
3937;1.02.2022 14:00;21.4;68;23.2;12.6;73;12.1;8.8;11.1
3938;1.02.2022 15:00;21.5;68;23.3;12.6;62;11.5;8.9;11.8
3939;1.02.2022 16:00;21.4;64;22.8;13.4;69;12.8;8.0;10.0
3940;1.02.2022 17:00;21.7;67;23.5;13.1;72;12.6;8.6;10.9
3941;1.02.2022 18:00;21.7;65;23.3;12.1;77;11.6;9.6;11.7
3942;1.02.2022 19:00;21.7;64;23.2;11.0;83;10.6;10.7;12.6
3943;1.02.2022 20:00;21.5;61;22.7;10.2;86;9.7;11.3;13.0
3944;1.02.2022 21:00;21.6;62;22.9;9.9;88;9.4;11.7;13.6
3945;1.02.2022 22:00;21.4;61;22.6;9.7;89;9.2;11.7;13.3
3946;1.02.2022 23:00;21.3;62;22.5;9.9;89;9.4;11.4;13.1
3947;2.02.2022 00:00;21.4;64;22.8;10.6;86;10.1;10.8;12.7
3948;2.02.2022 01:00;21.2;61;22.3;10.6;86;10.2;10.6;12.1
3949;2.02.2022 02:00;21.0;62;22.1;10.5;86;10.1;10.5;12.0
3950;2.02.2022 03:00;21.2;63;22.4;10.6;85;10.1;10.6;12.3
3951;2.02.2022 04:00;21.3;63;22.6;10.4;85;9.8;10.9;12.8
3952;2.02.2022 05:00;21.3;61;22.4;10.1;89;9.6;11.2;12.8
3953;2.02.2022 06:00;21.3;60;22.4;10.3;88;9.9;11.0;12.4
3954;2.02.2022 07:00;21.1;63;22.3;10.2;90;9.9;10.9;12.5
3955;2.02.2022 08:00;21.0;65;22.4;10.0;91;9.6;11.0;12.8
3956;2.02.2022 09:00;21.1;65;22.5;9.9;90;9.4;11.2;13.0
3957;2.02.2022 10:00;21.2;65;22.6;9.3;87;8.6;11.9;14.0
3958;2.02.2022 11:00;21.1;69;22.8;7.7;84;6.5;13.4;16.3
3959;2.02.2022 12:00;21.1;69;22.8;7.7;81;6.4;13.4;16.4
3960;2.02.2022 13:00;20.8;65;22.1;6.1;86;4.7;14.7;17.4
3961;2.02.2022 14:00;21.1;67;22.6;5.1;91;3.7;16.0;19.0
3962;2.02.2022 15:00;20.9;67;22.4;5.0;88;3.4;15.9;19.0
3963;2.02.2022 16:00;20.9;64;22.1;4.9;90;3.4;16.0;18.7
3964;2.02.2022 17:00;20.8;66;22.2;4.9;89;3.4;15.9;18.8
3965;2.02.2022 18:00;20.7;65;21.9;4.9;90;3.3;15.8;18.6
3966;2.02.2022 19:00;20.9;64;22.2;4.3;93;2.7;16.6;19.4
3967;2.02.2022 20:00;21.1;69;22.9;4.3;93;2.8;16.8;20.1
3968;2.02.2022 21:00;20.8;68;22.4;4.5;92;2.9;16.3;19.5
3969;2.02.2022 22:00;21.0;69;22.7;3.5;90;1.7;17.5;21.0
3970;2.02.2022 23:00;20.7;65;21.9;2.2;90;0.2;18.5;21.7
3971;3.02.2022 00:00;20.8;68;22.3;2.1;90;0.1;18.7;22.3
3972;3.02.2022 01:00;20.7;63;21.8;1.6;91;-0.4;19.1;22.2
3973;3.02.2022 02:00;21.1;68;22.7;1.4;91;-0.7;19.7;23.4
3974;3.02.2022 03:00;20.6;67;22.0;1.8;91;-0.2;18.8;22.3
3975;3.02.2022 04:00;20.3;67;21.6;2.1;91;0.1;18.2;21.5
3976;3.02.2022 05:00;21.0;69;22.7;2.2;90;0.1;18.8;22.6
3977;3.02.2022 06:00;19.9;65;20.9;2.3;91;0.3;17.6;20.6
3978;3.02.2022 07:00;20.1;70;21.5;1.9;93;-0.1;18.2;21.6
3979;3.02.2022 08:00;19.8;69;21.1;1.9;94;-0.1;17.9;21.1
3980;3.02.2022 09:00;19.8;72;21.3;2.3;91;0.3;17.5;21.1
3981;3.02.2022 10:00;19.7;66;20.7;3.2;85;1.2;16.5;19.5
3982;3.02.2022 11:00;18.8;69;19.8;4.9;75;2.9;13.9;16.9
3983;3.02.2022 12:00;19.0;72;20.2;5.5;72;3.5;13.5;16.7
3984;3.02.2022 13:00;19.0;73;20.3;5.4;73;3.5;13.6;16.9
3985;3.02.2022 14:00;19.2;74;20.6;6.4;67;4.3;12.8;16.3
3986;3.02.2022 15:00;19.2;71;20.4;4.1;80;2.1;15.1;18.3
3987;3.02.2022 16:00;19.2;69;20.3;5.4;71;3.4;13.8;16.9
3988;3.02.2022 17:00;19.3;71;20.6;5.3;74;3.4;14.0;17.2
3989;3.02.2022 18:00;19.0;68;19.9;4.6;81;2.8;14.4;17.1
3990;3.02.2022 19:00;19.1;72;20.4;2.5;95;0.7;16.6;19.7
3991;3.02.2022 20:00;19.2;72;20.5;1.9;99;0.0;17.3;20.5
3992;3.02.2022 21:00;19.3;72;20.7;1.7;100;-0.2;17.6;20.8
3993;3.02.2022 22:00;18.8;68;19.7;1.6;100;-0.3;17.2;20.0
3994;3.02.2022 23:00;18.7;67;19.5;1.7;99;-0.1;17.0;19.6
3995;4.02.2022 00:00;19.1;76;20.6;0.3;100;-1.7;18.8;22.4
3996;4.02.2022 01:00;19.0;72;20.3;-0.1;97;-2.3;19.1;22.5
3997;4.02.2022 02:00;18.9;67;19.7;-0.5;97;-2.7;19.4;22.4
3998;4.02.2022 03:00;18.6;60;18.8;-0.6;99;-2.8;19.2;21.7
3999;4.02.2022 04:00;18.8;67;19.6;-1.0;99;-3.3;19.8;22.9
4000;4.02.2022 05:00;18.9;70;19.9;-0.8;95;-3.2;19.7;23.1
4001;4.02.2022 06:00;18.4;68;19.1;-0.8;90;-3.3;19.2;22.4
4002;4.02.2022 07:00;18.0;70;18.8;-1.0;90;-3.5;19.0;22.3
4003;4.02.2022 08:00;18.3;72;19.3;-1.2;91;-3.7;19.5;23.0
4004;4.02.2022 09:00;17.9;67;18.4;-0.5;92;-2.9;18.4;21.3
4005;4.02.2022 10:00;18.3;72;19.3;1.2;82;-1.1;17.1;20.5
4006;4.02.2022 11:00;18.8;73;20.1;2.8;70;0.3;16.0;19.8
4007;4.02.2022 12:00;19.5;73;21.0;3.7;62;1.1;15.8;19.8
4008;4.02.2022 13:00;20.4;71;22.0;4.3;58;1.8;16.1;20.3
4009;4.02.2022 14:00;21.4;67;23.0;5.7;53;3.1;15.7;19.9
4010;4.02.2022 15:00;22.0;67;23.9;6.7;48;4.1;15.3;19.8
4011;4.02.2022 16:00;22.3;67;24.3;6.8;47;4.1;15.5;20.1
4012;4.02.2022 17:00;22.4;57;23.5;6.6;47;4.0;15.8;19.5
4013;4.02.2022 18:00;22.4;56;23.4;5.7;52;3.1;16.7;20.3
4014;4.02.2022 19:00;22.1;52;22.7;4.0;57;1.4;18.1;21.3
4015;4.02.2022 20:00;21.5;54;22.0;3.2;59;0.5;18.3;21.5
4016;4.02.2022 21:00;21.0;54;21.4;2.6;61;-0.1;18.4;21.5
4017;4.02.2022 22:00;20.8;55;21.3;2.1;67;-0.5;18.7;21.8
4018;4.02.2022 23:00;20.2;54;20.4;1.7;73;-0.8;18.5;21.2
4019;5.02.2022 00:00;20.5;57;21.0;1.0;74;-1.6;19.5;22.6
4020;5.02.2022 01:00;20.0;59;20.5;1.1;75;-1.5;18.9;22.0
4021;5.02.2022 02:00;19.8;58;20.2;1.0;71;-1.7;18.8;21.8
4022;5.02.2022 03:00;20.2;63;21.1;0.5;71;-2.2;19.7;23.3
4023;5.02.2022 04:00;20.1;62;20.9;0.3;71;-2.4;19.8;23.3
4024;5.02.2022 05:00;19.7;54;19.7;0.2;75;-2.4;19.5;22.2
4025;5.02.2022 06:00;19.6;62;20.3;0.0;84;-2.5;19.6;22.8
4026;5.02.2022 07:00;18.8;45;18.0;-0.2;86;-2.6;19.0;20.6
4027;5.02.2022 08:00;19.3;60;19.7;1.1;79;-1.3;18.2;21.0
4028;5.02.2022 09:00;19.6;60;20.1;1.5;75;-1.0;18.1;21.1
4029;5.02.2022 10:00;19.8;67;20.9;4.8;66;2.5;15.0;18.4
4030;5.02.2022 11:00;20.2;68;21.5;7.4;60;5.3;12.8;16.2
4031;5.02.2022 12:00;21.0;66;22.4;8.8;58;6.9;12.2;15.5
4032;5.02.2022 13:00;21.7;66;23.4;10.0;58;8.2;11.7;15.2
4033;5.02.2022 14:00;22.3;66;24.2;10.4;59;8.8;11.9;15.5
4034;5.02.2022 15:00;22.7;64;24.6;10.2;59;8.5;12.5;16.1
4035;5.02.2022 16:00;23.5;61;25.4;10.0;63;8.4;13.5;17.0
4036;5.02.2022 17:00;23.3;58;24.8;9.5;66;7.9;13.8;16.8
4037;5.02.2022 18:00;23.3;55;24.5;8.3;73;6.9;15.0;17.6
4038;5.02.2022 19:00;22.7;51;23.4;6.2;84;4.7;16.5;18.6
4039;5.02.2022 20:00;22.4;53;23.1;5.8;85;4.3;16.6;18.9
4040;5.02.2022 21:00;22.1;52;22.6;5.1;86;3.4;17.0;19.2
4041;5.02.2022 22:00;21.2;50;21.3;4.5;88;2.8;16.7;18.5
4042;5.02.2022 23:00;20.9;53;21.2;4.0;87;2.2;16.9;19.0
4043;6.02.2022 00:00;20.5;57;21.0;3.9;82;1.9;16.6;19.0
4044;6.02.2022 01:00;20.7;57;21.3;4.8;75;2.7;15.9;18.6
4045;6.02.2022 02:00;20.3;56;20.7;5.0;73;2.9;15.3;17.8
4046;6.02.2022 03:00;20.4;60;21.2;5.3;73;3.3;15.1;17.8
4047;6.02.2022 04:00;20.5;61;21.3;5.6;74;3.7;14.9;17.6
4048;6.02.2022 05:00;20.4;63;21.4;5.9;75;4.1;14.5;17.3
4049;6.02.2022 06:00;19.9;59;20.4;5.7;78;4.0;14.2;16.5
4050;6.02.2022 07:00;20.1;67;21.3;5.7;80;4.0;14.4;17.3
4051;6.02.2022 08:00;20.0;64;20.9;5.3;94;3.9;14.7;17.0
4052;6.02.2022 09:00;20.0;69;21.4;4.7;88;3.1;15.3;18.3
4053;6.02.2022 10:00;19.8;65;20.8;7.1;66;5.2;12.7;15.6
4054;6.02.2022 11:00;20.8;70;22.5;8.6;62;6.8;12.2;15.8
4055;6.02.2022 12:00;22.2;68;24.3;9.5;54;7.4;12.7;16.9
4056;6.02.2022 13:00;22.9;68;25.2;10.2;54;8.3;12.7;16.9
4057;6.02.2022 14:00;26.0;61;28.9;11.0;52;9.2;15.0;19.7
4058;6.02.2022 15:00;26.4;62;29.6;11.1;55;9.4;15.3;20.2
4059;6.02.2022 16:00;26.4;62;29.6;11.2;54;9.4;15.2;20.2
4060;6.02.2022 17:00;26.0;57;28.4;10.9;54;9.1;15.1;19.3
4061;6.02.2022 18:00;25.9;57;28.2;9.6;59;7.9;16.3;20.3
4062;6.02.2022 19:00;25.9;53;27.8;7.4;67;5.5;18.5;22.2
4063;6.02.2022 20:00;25.3;51;26.8;6.4;70;4.5;18.9;22.3
4064;6.02.2022 21:00;24.9;44;25.4;5.7;76;3.9;19.2;21.5
4065;6.02.2022 22:00;23.9;43;24.1;5.8;78;4.1;18.1;20.0
4066;6.02.2022 23:00;23.2;48;23.7;5.7;78;4.0;17.5;19.7
4067;7.02.2022 00:00;22.8;45;22.9;5.3;78;3.5;17.5;19.4
4068;7.02.2022 01:00;22.4;51;23.0;4.9;76;3.0;17.5;20.0
4069;7.02.2022 02:00;22.0;54;22.7;4.6;78;2.7;17.4;20.1
4070;7.02.2022 03:00;21.1;53;21.5;4.0;80;2.1;17.1;19.4
4071;7.02.2022 04:00;21.3;60;22.3;3.5;83;1.6;17.8;20.7
4072;7.02.2022 05:00;21.2;59;22.1;3.1;89;1.2;18.1;20.8
4073;7.02.2022 06:00;21.7;62;23.0;2.9;89;1.0;18.8;22.0
4074;7.02.2022 07:00;21.5;54;22.1;2.7;91;0.8;18.8;21.3
4075;7.02.2022 08:00;21.6;57;22.4;3.3;92;1.5;18.3;20.9
4076;7.02.2022 09:00;21.6;61;22.8;5.3;89;3.8;16.3;19.0
4077;7.02.2022 10:00;21.8;66;23.6;8.2;80;6.9;13.6;16.6
4078;7.02.2022 11:00;21.8;63;23.3;10.4;73;9.3;11.4;14.0
4079;7.02.2022 12:00;22.5;60;24.0;11.9;69;11.0;10.6;12.9
4080;7.02.2022 13:00;23.0;61;24.7;12.2;72;11.5;10.8;13.2
4081;7.02.2022 14:00;23.6;63;25.7;12.0;76;11.4;11.6;14.3
4082;7.02.2022 15:00;23.5;60;25.2;13.2;70;12.6;10.3;12.6
4083;7.02.2022 16:00;23.5;59;25.2;12.6;76;12.2;10.9;13.0
4084;7.02.2022 17:00;23.6;61;25.6;12.4;79;12.1;11.2;13.4
4085;7.02.2022 18:00;23.4;61;25.2;11.9;81;11.6;11.5;13.6
4086;7.02.2022 19:00;23.4;59;25.0;11.4;85;11.1;12.0;13.9
4087;7.02.2022 20:00;23.3;57;24.7;11.0;88;10.8;12.3;13.9
4088;7.02.2022 21:00;23.5;59;25.2;10.8;89;10.6;12.7;14.6
4089;7.02.2022 22:00;23.3;58;24.8;11.4;87;11.2;11.9;13.6
4090;7.02.2022 23:00;23.3;58;24.8;11.7;89;11.7;11.6;13.1
4091;8.02.2022 00:00;23.1;58;24.5;11.8;89;11.8;11.3;12.7
4092;8.02.2022 01:00;23.1;57;24.4;12.0;78;11.5;11.1;12.9
4093;8.02.2022 02:00;22.9;57;24.2;11.5;76;10.9;11.4;13.3
4094;8.02.2022 03:00;23.0;54;24.0;10.5;84;9.9;12.5;14.1
4095;8.02.2022 04:00;22.9;50;23.5;10.2;81;9.4;12.7;14.1
4096;8.02.2022 05:00;22.5;50;23.0;2.4;89;0.4;20.1;22.5
4097;8.02.2022 06:00;22.1;55;22.9;2.4;90;0.4;19.7;22.5
4098;8.02.2022 07:00;21.9;52;22.4;2.5;92;0.6;19.4;21.7
4099;8.02.2022 08:00;21.5;55;22.1;2.5;92;0.6;19.0;21.6
4100;8.02.2022 09:00;21.7;57;22.6;0.9;94;-1.2;20.8;23.8
4101;8.02.2022 10:00;21.3;57;22.1;3.0;90;1.1;18.3;21.0
4102;8.02.2022 11:00;21.7;56;22.5;2.8;89;0.9;18.9;21.6
4103;8.02.2022 12:00;21.5;59;22.5;2.4;90;0.5;19.1;22.0
4104;8.02.2022 13:00;22.1;59;23.3;1.6;92;-0.5;20.5;23.8
4105;8.02.2022 14:00;21.7;62;23.0;0.8;94;-1.3;20.9;24.3
4106;8.02.2022 15:00;21.9;58;22.9;2.6;90;0.6;19.3;22.3
4107;8.02.2022 16:00;22.0;60;23.2;1.5;94;-0.6;20.5;23.8
4108;8.02.2022 17:00;21.7;59;22.8;1.8;93;-0.2;19.9;23.0
4109;8.02.2022 18:00;21.3;62;22.5;2.9;92;1.0;18.4;21.5
4110;8.02.2022 19:00;21.2;60;22.1;3.5;88;1.7;17.7;20.5
4111;8.02.2022 20:00;21.1;62;22.3;4.3;76;2.3;16.8;20.0
4112;8.02.2022 21:00;20.5;58;21.1;4.4;71;2.2;16.1;18.9
4113;8.02.2022 22:00;20.7;58;21.4;4.0;69;1.7;16.7;19.6
4114;8.02.2022 23:00;20.4;63;21.4;3.5;68;1.2;16.9;20.3
4115;9.02.2022 00:00;19.9;62;20.6;3.0;70;0.6;16.9;20.0
4116;9.02.2022 01:00;19.9;67;21.0;2.5;70;0.1;17.4;20.9
4117;9.02.2022 02:00;19.9;66;21.0;2.1;71;-0.4;17.8;21.4
4118;9.02.2022 03:00;19.8;66;20.8;1.8;71;-0.7;18.0;21.5
4119;9.02.2022 04:00;20.3;66;21.5;1.5;72;-1.0;18.8;22.5
4120;9.02.2022 05:00;19.3;68;20.3;0.8;74;-1.8;18.5;22.1
4121;9.02.2022 06:00;19.0;66;19.8;0.8;74;-1.8;18.2;21.6
4122;9.02.2022 07:00;19.6;70;20.9;0.8;74;-1.8;18.8;22.7
4123;9.02.2022 08:00;18.8;61;19.1;0.8;76;-1.7;18.0;20.9
4124;9.02.2022 09:00;18.8;70;19.8;1.6;74;-0.9;17.2;20.7
4125;9.02.2022 10:00;19.0;70;20.1;3.0;68;0.5;16.0;19.5
4126;9.02.2022 11:00;19.2;69;20.3;4.3;62;1.9;14.9;18.4
4127;9.02.2022 12:00;19.7;69;21.0;5.4;59;3.0;14.3;18.0
4128;9.02.2022 13:00;21.0;68;22.6;6.7;55;4.3;14.3;18.4
4129;9.02.2022 14:00;22.0;69;24.0;7.9;51;5.5;14.1;18.5
4130;9.02.2022 15:00;22.5;64;24.3;8.8;48;6.4;13.7;17.9
4131;9.02.2022 16:00;22.8;67;25.0;9.0;48;6.7;13.8;18.3
4132;9.02.2022 17:00;22.7;60;24.2;9.0;49;6.8;13.7;17.4
4133;9.02.2022 18:00;22.4;57;23.5;8.2;53;6.0;14.2;17.5
4134;9.02.2022 19:00;22.5;63;24.2;6.1;64;4.0;16.4;20.2
4135;9.02.2022 20:00;22.3;56;23.3;5.2;72;3.1;17.1;20.2
4136;9.02.2022 21:00;22.0;55;22.8;4.2;78;2.2;17.8;20.6
4137;9.02.2022 22:00;21.5;54;22.0;3.8;81;1.8;17.7;20.2
4138;9.02.2022 23:00;21.3;57;22.1;3.9;78;1.9;17.4;20.2
4139;10.02.2022 00:00;20.9;56;21.5;4.1;77;2.0;16.8;19.4
4140;10.02.2022 01:00;20.5;57;21.0;3.9;81;1.9;16.6;19.1
