Hour;DateTime;T36;RH36;AT36;Tamb;RHamb;ATamb;T36-Tamb;AT36-ATamb
2262;23.11.2021 19:00;23.2;70;25.8;12.9;87;13.1;10.3;12.7
2263;23.11.2021 20:00;23.1;69;25.6;12.8;86;13.0;10.3;12.6
2264;23.11.2021 21:00;23.2;69;25.7;12.5;86;12.6;10.7;13.1
2265;23.11.2021 22:00;23.3;65;25.5;11.5;83;11.2;11.8;14.4
2266;23.11.2021 23:00;23.2;64;25.3;10.9;83;10.4;12.3;14.9
2267;24.11.2021 00:00;23.0;65;25.1;10.5;84;9.9;12.5;15.2
2268;24.11.2021 01:00;23.1;68;25.5;10.6;86;10.1;12.5;15.4
2269;24.11.2021 02:00;22.3;62;23.9;10.5;86;10.0;11.8;13.9
2270;24.11.2021 03:00;22.1;63;23.7;10.3;87;9.9;11.8;13.8
2271;24.11.2021 04:00;21.8;66;23.5;10.1;87;9.6;11.7;13.9
2272;24.11.2021 05:00;21.6;62;22.9;9.9;86;9.3;11.7;13.6
2273;24.11.2021 06:00;21.5;63;22.9;9.6;85;8.9;11.9;13.9
2274;24.11.2021 07:00;21.7;68;23.6;9.4;85;8.6;12.3;15.0
2275;24.11.2021 08:00;21.5;63;22.9;9.2;84;8.3;12.3;14.6
2276;24.11.2021 09:00;21.4;65;22.9;9.4;82;8.6;12.0;14.4
2277;24.11.2021 10:00;21.2;67;22.8;10.5;74;9.5;10.7;13.3
2278;24.11.2021 11:00;20.6;65;21.8;11.2;70;10.2;9.4;11.6
2279;24.11.2021 12:00;20.9;67;22.4;11.2;70;10.2;9.7;12.2
2280;24.11.2021 13:00;20.9;66;22.3;11.6;66;10.5;9.3;11.8
2281;24.11.2021 14:00;21.2;66;22.7;11.9;64;10.7;9.3;12.0
2282;24.11.2021 15:00;21.9;71;24.1;11.6;66;10.5;10.3;13.6
2283;24.11.2021 16:00;21.6;69;23.5;11.4;66;10.2;10.2;13.3
2284;24.11.2021 17:00;21.3;69;23.1;10.4;70;9.3;10.9;13.9
2285;24.11.2021 18:00;21.8;65;23.5;9.2;73;7.8;12.6;15.6
2286;24.11.2021 19:00;21.7;67;23.5;8.6;73;7.2;13.1;16.2
2287;24.11.2021 20:00;21.5;66;23.2;7.9;74;6.4;13.6;16.8
2288;24.11.2021 21:00;21.8;67;23.6;7.2;77;5.7;14.6;17.9
2289;24.11.2021 22:00;21.2;66;22.7;6.8;81;5.3;14.4;17.4
2290;24.11.2021 23:00;20.5;64;21.6;6.5;85;5.1;14.0;16.5
2291;25.11.2021 00:00;20.3;64;21.4;7.0;84;5.7;13.3;15.7
2292;25.11.2021 01:00;20.8;65;22.1;7.3;82;5.9;13.5;16.1
2293;25.11.2021 02:00;20.7;70;22.3;6.6;85;5.2;14.1;17.1
2294;25.11.2021 03:00;19.9;67;21.0;6.4;85;5.0;13.5;16.0
2295;25.11.2021 04:00;19.9;70;21.3;6.7;81;5.2;13.2;16.1
2296;25.11.2021 05:00;19.5;71;20.8;6.6;80;5.0;12.9;15.8
2297;25.11.2021 06:00;20.4;71;22.1;5.4;86;3.8;15.0;18.3
2298;25.11.2021 07:00;19.5;70;20.8;5.1;86;3.5;14.4;17.3
2299;25.11.2021 08:00;19.1;69;20.2;5.1;86;3.5;14.0;16.7
2300;25.11.2021 09:00;19.0;71;20.1;6.0;82;4.5;13.0;15.7
2301;25.11.2021 10:00;19.1;72;20.4;7.4;75;5.9;11.7;14.5
2302;25.11.2021 11:00;19.1;70;20.2;8.4;70;6.8;10.7;13.4
2303;25.11.2021 12:00;19.1;76;20.7;9.3;66;7.7;9.8;13.0
2304;25.11.2021 13:00;19.0;73;20.3;10.0;62;8.4;9.0;11.9
2305;25.11.2021 14:00;19.1;77;20.8;10.4;61;8.8;8.7;12.0
2306;25.11.2021 15:00;19.5;78;21.4;11.0;66;9.8;8.5;11.6
2307;25.11.2021 16:00;19.6;76;21.3;10.6;69;9.4;9.0;12.0
2308;25.11.2021 17:00;19.5;73;21.0;9.8;74;8.7;9.7;12.3
2309;25.11.2021 18:00;19.8;76;21.6;8.3;84;7.2;11.5;14.4
2310;25.11.2021 19:00;20.5;78;22.8;7.9;87;6.8;12.6;16.0
2311;25.11.2021 20:00;20.7;76;22.9;7.6;90;6.6;13.1;16.4
2312;25.11.2021 21:00;20.1;71;21.6;8.7;84;7.8;11.4;13.9
2313;25.11.2021 22:00;20.4;75;22.4;8.7;83;7.7;11.7;14.7
2314;25.11.2021 23:00;21.3;75;23.7;8.4;84;7.4;12.9;16.3
2315;26.11.2021 00:00;20.8;71;22.6;8.3;87;7.4;12.5;15.3
2316;26.11.2021 01:00;20.1;72;21.7;8.2;89;7.3;11.9;14.4
2317;26.11.2021 02:00;19.4;72;20.8;8.1;91;7.3;11.3;13.5
2318;26.11.2021 03:00;19.1;70;20.2;8.1;93;7.4;11.0;12.9
2319;26.11.2021 04:00;18.7;76;20.1;8.2;95;7.5;10.5;12.6
2320;26.11.2021 05:00;18.9;72;20.1;8.2;95;7.5;10.7;12.6
2321;26.11.2021 06:00;18.3;73;19.4;6.7;96;5.8;11.6;13.6
2322;26.11.2021 07:00;18.2;72;19.2;5.8;97;4.6;12.4;14.6
2323;26.11.2021 08:00;18.1;76;19.3;5.1;95;3.7;13.0;15.6
2324;26.11.2021 09:00;18.2;75;19.4;6.5;89;5.2;11.7;14.2
2325;26.11.2021 10:00;19.5;81;21.6;9.5;73;8.3;10.0;13.3
2326;26.11.2021 11:00;20.0;77;22.0;11.1;66;9.9;8.9;12.1
2327;26.11.2021 12:00;20.1;77;22.2;11.3;66;10.1;8.8;12.1
2328;26.11.2021 13:00;20.1;76;22.1;10.5;75;9.5;9.6;12.6
2329;26.11.2021 14:00;20.4;79;22.7;10.6;80;9.9;9.8;12.8
2330;26.11.2021 15:00;20.5;76;22.6;14.4;68;14.0;6.1;8.6
2331;26.11.2021 16:00;21.0;76;23.3;15.6;60;15.1;5.4;8.3
2332;26.11.2021 17:00;21.4;76;23.9;16.1;62;15.8;5.3;8.0
2333;26.11.2021 18:00;21.7;74;24.1;15.2;66;15.0;6.5;9.1
2334;26.11.2021 19:00;22.1;75;24.8;15.2;68;15.1;6.9;9.7
2335;26.11.2021 20:00;22.1;74;24.7;15.1;77;15.5;7.0;9.2
2336;26.11.2021 21:00;22.1;76;24.8;14.9;82;15.5;7.2;9.3
2337;26.11.2021 22:00;22.3;73;24.9;15.3;85;16.2;7.0;8.7
2338;26.11.2021 23:00;22.4;76;25.3;15.6;85;16.6;6.8;8.6
2339;27.11.2021 00:00;22.5;72;25.1;15.4;88;16.4;7.1;8.6
2340;27.11.2021 01:00;22.2;75;24.9;15.0;89;16.0;7.2;8.9
2341;27.11.2021 02:00;22.4;72;24.9;14.4;91;15.3;8.0;9.6
2342;27.11.2021 03:00;22.5;71;25.0;13.5;91;14.1;9.0;10.8
2343;27.11.2021 04:00;23.0;72;25.8;13.1;87;13.3;9.9;12.5
2344;27.11.2021 05:00;23.9;69;26.8;12.3;93;12.7;11.6;14.1
2345;27.11.2021 06:00;23.7;69;26.5;11.9;95;12.2;11.8;14.3
2346;27.11.2021 07:00;22.5;67;24.6;11.6;94;11.9;10.9;12.7
2347;27.11.2021 08:00;22.1;71;24.4;11.3;94;11.5;10.8;12.9
2348;27.11.2021 09:00;22.3;77;25.3;12.3;88;12.4;10.0;12.9
2349;27.11.2021 10:00;22.8;77;26.0;14.7;78;15.0;8.1;11.0
2350;27.11.2021 11:00;23.2;76;26.4;16.9;69;17.2;6.3;9.2
2351;27.11.2021 12:00;25.1;76;29.2;17.9;64;18.2;7.2;11.0
2352;27.11.2021 13:00;25.8;72;29.9;18.5;63;18.9;7.3;11.0
2353;27.11.2021 14:00;28.4;72;33.8;18.0;67;18.6;10.4;15.2
2354;27.11.2021 15:00;30.4;68;36.4;19.3;58;19.6;11.1;16.8
2355;27.11.2021 16:00;30.7;65;36.4;18.3;63;18.6;12.4;17.8
2356;27.11.2021 17:00;30.7;65;36.3;17.4;71;18.1;13.3;18.2
2357;27.11.2021 18:00;31.1;62;36.6;16.2;75;16.8;14.9;19.8
2358;27.11.2021 19:00;29.8;62;34.6;15.8;76;16.3;14.0;18.3
2359;27.11.2021 20:00;29.2;62;33.7;15.8;77;16.4;13.4;17.3
2360;27.11.2021 21:00;28.1;64;32.3;15.4;80;16.0;12.7;16.3
2361;27.11.2021 22:00;27.9;64;31.9;15.5;79;16.1;12.4;15.8
2362;27.11.2021 23:00;27.1;63;30.7;15.7;80;16.4;11.4;14.3
2363;28.11.2021 00:00;27.0;64;30.7;14.9;86;15.7;12.1;15.0
2364;28.11.2021 01:00;26.9;64;30.5;14.9;85;15.6;12.0;14.8
2365;28.11.2021 02:00;26.7;63;30.1;14.7;84;15.4;12.0;14.7
2366;28.11.2021 03:00;26.0;64;29.2;14.4;86;15.1;11.6;14.1
2367;28.11.2021 04:00;25.3;66;28.4;14.7;82;15.2;10.6;13.2
2368;28.11.2021 05:00;25.6;65;28.8;15.8;83;16.7;9.8;12.0
2369;28.11.2021 06:00;25.0;65;27.9;16.0;85;17.2;9.0;10.7
2370;28.11.2021 07:00;24.4;65;27.1;15.9;82;16.8;8.5;10.2
2371;28.11.2021 08:00;24.0;67;26.7;15.4;84;16.2;8.6;10.5
2372;28.11.2021 09:00;23.8;69;26.6;15.5;81;16.2;8.3;10.4
2373;28.11.2021 10:00;24.0;72;27.2;15.5;91;16.8;8.5;10.4
2374;28.11.2021 11:00;24.2;73;27.6;16.1;81;17.0;8.1;10.6
2375;28.11.2021 12:00;25.0;73;28.8;16.7;74;17.4;8.3;11.4
2376;28.11.2021 13:00;26.2;72;30.4;17.3;68;17.7;8.9;12.7
2377;28.11.2021 14:00;26.6;71;30.9;17.5;68;17.9;9.1;13.0
2378;28.11.2021 15:00;26.0;70;29.9;17.9;61;18.0;8.1;11.9
2379;28.11.2021 16:00;25.7;69;29.3;17.5;62;17.5;8.2;11.8
2380;28.11.2021 17:00;25.8;68;29.4;16.3;67;16.4;9.5;13.0
2381;28.11.2021 18:00;26.6;65;30.2;15.1;70;15.0;11.5;15.1
2382;28.11.2021 19:00;27.0;66;31.0;15.0;72;15.1;12.0;15.9
2383;28.11.2021 20:00;26.7;64;30.2;15.1;74;15.3;11.6;14.9
2384;28.11.2021 21:00;27.5;64;31.5;15.1;78;15.5;12.4;15.9
2385;28.11.2021 22:00;27.8;61;31.5;15.0;77;15.3;12.8;16.1
2386;28.11.2021 23:00;27.0;61;30.3;15.2;78;15.6;11.8;14.6
2387;29.11.2021 00:00;25.3;62;28.0;15.5;73;15.7;9.8;12.3
2388;29.11.2021 01:00;24.9;64;27.6;15.8;64;15.5;9.1;12.1
2389;29.11.2021 02:00;25.1;61;27.6;16.4;56;15.8;8.7;11.8
2390;29.11.2021 03:00;25.6;61;28.3;16.8;58;16.4;8.8;11.9
2391;29.11.2021 04:00;25.6;61;28.3;17.0;61;16.8;8.6;11.5
2392;29.11.2021 05:00;24.9;62;27.5;17.0;64;17.1;7.9;10.4
2393;29.11.2021 06:00;23.8;64;26.1;17.0;70;17.5;6.8;8.7
2394;29.11.2021 07:00;23.3;66;25.6;17.2;75;18.1;6.1;7.5
2395;29.11.2021 08:00;23.2;67;25.5;17.7;80;19.0;5.5;6.5
2396;29.11.2021 09:00;23.2;68;25.7;18.1;83;19.9;5.1;5.8
2397;29.11.2021 10:00;23.1;69;25.6;17.7;87;19.6;5.4;6.0
2398;29.11.2021 11:00;23.2;70;25.8;18.3;64;18.8;4.9;7.1
2399;29.11.2021 12:00;23.6;70;26.4;18.1;65;18.5;5.5;7.9
2400;29.11.2021 13:00;23.7;69;26.5;16.8;71;17.2;6.9;9.2
2401;29.11.2021 14:00;23.9;69;26.8;16.5;63;16.4;7.4;10.4
2402;29.11.2021 15:00;24.0;70;27.0;17.1;69;17.5;6.9;9.5
2403;29.11.2021 16:00;24.2;71;27.4;17.2;80;18.4;7.0;8.9
2404;29.11.2021 17:00;24.2;70;27.3;16.9;80;18.1;7.3;9.3
2405;29.11.2021 18:00;24.5;67;27.4;16.3;69;16.5;8.2;10.8
2406;29.11.2021 19:00;24.4;65;27.0;15.0;69;14.8;9.4;12.2
2407;29.11.2021 20:00;24.2;63;26.6;14.5;73;14.5;9.7;12.1
2408;29.11.2021 21:00;24.1;64;26.5;14.1;70;13.8;10.0;12.7
2409;29.11.2021 22:00;24.4;65;27.0;13.9;67;13.3;10.5;13.7
2410;29.11.2021 23:00;25.0;63;27.7;13.7;68;13.2;11.3;14.5
2411;30.11.2021 00:00;23.9;58;25.6;13.4;71;12.9;10.5;12.7
2412;30.11.2021 01:00;23.0;59;24.5;13.1;71;12.6;9.9;11.9
2413;30.11.2021 02:00;22.5;57;23.7;13.0;73;12.5;9.5;11.1
2414;30.11.2021 03:00;22.3;60;23.7;13.3;71;12.8;9.0;10.9
2415;30.11.2021 04:00;22.1;61;23.5;13.2;74;12.9;8.9;10.6
2416;30.11.2021 05:00;21.8;60;23.0;12.3;88;12.5;9.5;10.5
2417;30.11.2021 06:00;21.2;63;22.5;10.2;89;9.8;11.0;12.7
2418;30.11.2021 07:00;20.9;63;22.1;10.3;84;9.7;10.6;12.4
2419;30.11.2021 08:00;20.7;63;21.8;10.3;83;9.6;10.4;12.1
2420;30.11.2021 09:00;20.5;62;21.5;11.5;73;10.7;9.0;10.7
2421;30.11.2021 10:00;20.5;66;21.8;11.8;69;10.9;8.7;10.9
2422;30.11.2021 11:00;20.8;69;22.4;12.0;68;11.1;8.8;11.3
2423;30.11.2021 12:00;20.7;73;22.6;12.1;66;11.1;8.6;11.5
2424;30.11.2021 13:00;20.7;70;22.3;11.9;65;10.8;8.8;11.6
2425;30.11.2021 14:00;20.9;69;22.5;12.1;65;11.0;8.8;11.5
2426;30.11.2021 15:00;21.1;66;22.6;10.7;63;9.2;10.4;13.4
2427;30.11.2021 16:00;21.4;60;22.4;9.9;66;8.5;11.5;14.0
2428;30.11.2021 17:00;21.4;57;22.2;9.0;68;7.5;12.4;14.8
2429;30.11.2021 18:00;21.2;56;21.9;6.8;66;4.8;14.4;17.1
2430;30.11.2021 19:00;21.0;55;21.5;5.9;69;3.9;15.1;17.6
2431;30.11.2021 20:00;20.7;58;21.4;5.4;68;3.3;15.3;18.0
2432;30.11.2021 21:00;20.6;58;21.2;5.4;68;3.3;15.2;17.9
2433;30.11.2021 22:00;20.4;56;20.8;5.6;68;3.5;14.8;17.3
2434;30.11.2021 23:00;20.1;57;20.5;5.7;65;3.5;14.4;17.0
2435;1.12.2021 00:00;19.5;54;19.5;3.9;74;1.7;15.6;17.7
2436;1.12.2021 01:00;19.0;58;19.2;3.1;70;0.7;15.9;18.4
2437;1.12.2021 02:00;18.8;58;18.9;2.3;70;-0.2;16.5;19.1
2438;1.12.2021 03:00;18.6;55;18.4;2.0;70;-0.5;16.6;18.9
2439;1.12.2021 04:00;18.0;55;17.7;1.7;72;-0.8;16.3;18.5
2440;1.12.2021 05:00;17.5;56;17.1;1.6;79;-0.7;15.9;17.8
2441;1.12.2021 06:00;17.6;55;17.2;2.0;79;-0.3;15.6;17.5
2442;1.12.2021 07:00;17.6;56;17.3;2.1;84;-0.1;15.5;17.4
2443;1.12.2021 08:00;18.0;56;17.7;1.4;87;-0.8;16.6;18.6
2444;1.12.2021 09:00;17.5;55;17.1;3.2;88;1.3;14.3;15.8
2445;1.12.2021 10:00;17.6;62;17.7;6.9;75;5.3;10.7;12.4
2446;1.12.2021 11:00;17.5;64;17.7;9.4;62;7.7;8.1;9.9
2447;1.12.2021 12:00;17.8;69;18.4;10.2;58;8.4;7.6;10.0
2448;1.12.2021 13:00;18.4;69;19.2;10.9;52;9.0;7.5;10.2
2449;1.12.2021 14:00;18.7;68;19.5;11.5;49;9.5;7.2;10.0
2450;1.12.2021 15:00;19.0;67;19.8;11.4;47;9.4;7.6;10.5
2451;1.12.2021 16:00;19.6;69;20.8;11.0;49;8.9;8.6;11.9
2452;1.12.2021 17:00;20.0;68;21.3;9.9;53;7.9;10.1;13.3
2453;1.12.2021 18:00;20.4;66;21.6;7.9;65;6.1;12.5;15.5
2454;1.12.2021 19:00;20.2;62;21.0;7.0;77;5.4;13.2;15.6
2455;1.12.2021 20:00;20.4;64;21.5;6.1;86;4.6;14.3;16.9
2456;1.12.2021 21:00;20.3;63;21.3;5.4;92;4.1;14.9;17.2
2457;1.12.2021 22:00;20.0;61;20.7;5.1;94;3.7;14.9;17.0
2458;1.12.2021 23:00;20.0;61;20.7;4.9;95;3.5;15.1;17.2
2459;2.12.2021 00:00;19.8;65;20.7;4.9;95;3.5;14.9;17.2
2460;2.12.2021 01:00;19.2;62;19.7;5.1;92;3.6;14.1;16.1
2461;2.12.2021 02:00;19.0;60;19.3;5.2;91;3.8;13.8;15.5
2462;2.12.2021 03:00;18.2;59;18.3;5.6;92;4.3;12.6;14.0
2463;2.12.2021 04:00;17.9;63;18.2;5.6;93;4.2;12.3;13.9
2464;2.12.2021 05:00;18.0;65;18.4;5.6;91;4.2;12.4;14.2
2465;2.12.2021 06:00;17.6;66;17.9;5.7;91;4.3;11.9;13.6
2466;2.12.2021 07:00;17.2;65;17.4;6.0;90;4.7;11.2;12.7
2467;2.12.2021 08:00;17.1;69;17.5;6.2;90;4.9;10.9;12.6
2468;2.12.2021 09:00;16.9;71;17.4;7.2;82;5.9;9.7;11.5
2469;2.12.2021 10:00;17.1;71;17.7;9.6;70;8.3;7.5;9.4
2470;2.12.2021 11:00;17.8;77;19.0;11.4;62;10.0;6.4;9.0
2471;2.12.2021 12:00;18.1;75;19.3;12.6;57;11.3;5.5;8.0
2472;2.12.2021 13:00;18.8;78;20.4;13.5;58;12.4;5.3;8.0
2473;2.12.2021 14:00;19.5;78;21.3;14.2;60;13.3;5.3;8.0
2474;2.12.2021 15:00;19.8;73;21.4;14.8;49;13.4;5.0;8.1
2475;2.12.2021 16:00;20.2;74;22.0;14.3;53;13.1;5.9;8.9
2476;2.12.2021 17:00;20.5;72;22.3;13.1;57;11.9;7.4;10.5
2477;2.12.2021 18:00;20.9;73;22.9;11.5;67;10.4;9.4;12.5
2478;2.12.2021 19:00;21.0;69;22.7;11.3;78;10.7;9.7;12.0
2479;2.12.2021 20:00;21.4;69;23.3;10.9;85;10.5;10.5;12.8
2480;2.12.2021 21:00;21.5;65;23.0;10.4;81;9.7;11.1;13.4
2481;2.12.2021 22:00;21.5;64;22.9;9.6;87;9.0;11.9;13.9
2482;2.12.2021 23:00;21.3;63;22.6;9.9;90;9.4;11.4;13.2
2483;3.12.2021 00:00;21.5;65;23.0;9.8;92;9.5;11.7;13.6
2484;3.12.2021 01:00;21.4;65;22.9;10.2;93;9.9;11.2;12.9
2485;3.12.2021 02:00;21.1;69;22.8;11.3;90;11.3;9.8;11.5
2486;3.12.2021 03:00;20.9;68;22.5;11.5;91;11.6;9.4;10.9
2487;3.12.2021 04:00;20.9;67;22.4;11.9;90;12.0;9.0;10.4
2488;3.12.2021 05:00;20.7;68;22.2;11.5;90;11.5;9.2;10.7
2489;3.12.2021 06:00;20.7;68;22.2;11.3;92;11.3;9.4;10.9
2490;3.12.2021 07:00;20.7;68;22.2;11.2;92;11.2;9.5;11.1
2491;3.12.2021 08:00;20.4;70;22.0;11.3;92;11.3;9.1;10.7
2492;3.12.2021 09:00;20.7;73;22.6;12.0;89;12.1;8.7;10.5
2493;3.12.2021 10:00;20.7;72;22.6;13.7;80;13.9;7.0;8.7
2494;3.12.2021 11:00;20.7;77;22.9;14.4;76;14.5;6.3;8.4
2495;3.12.2021 12:00;22.3;75;25.0;15.0;72;15.0;7.3;10.0
2496;3.12.2021 13:00;22.5;73;25.1;15.3;71;15.3;7.2;9.9
2497;3.12.2021 14:00;22.6;70;25.0;15.5;69;15.5;7.1;9.5
2498;3.12.2021 15:00;23.2;68;25.7;15.6;71;15.7;7.6;10.0
2499;3.12.2021 16:00;23.2;67;25.6;15.6;69;15.6;7.6;10.0
2500;3.12.2021 17:00;23.0;67;25.3;15.5;68;15.5;7.5;9.8
2501;3.12.2021 18:00;23.0;65;25.0;14.9;73;14.9;8.1;10.2
2502;3.12.2021 19:00;22.8;65;24.8;13.5;82;13.6;9.3;11.2
2503;3.12.2021 20:00;24.2;66;26.9;13.4;83;13.5;10.8;13.3
2504;3.12.2021 21:00;25.7;64;28.7;13.6;82;13.8;12.1;15.0
2505;3.12.2021 22:00;24.0;63;26.3;13.7;82;13.9;10.3;12.4
2506;3.12.2021 23:00;23.8;65;26.1;13.8;82;14.0;10.0;12.1
2507;4.12.2021 00:00;23.4;63;25.5;13.6;82;13.7;9.8;11.7
2508;4.12.2021 01:00;23.1;63;25.1;13.5;82;13.7;9.6;11.4
2509;4.12.2021 02:00;22.9;65;24.9;13.7;82;14.0;9.2;11.0
2510;4.12.2021 03:00;22.7;64;24.6;13.9;81;14.2;8.8;10.4
2511;4.12.2021 04:00;22.8;65;24.8;14.2;80;14.4;8.6;10.4
2512;4.12.2021 05:00;22.6;64;24.5;13.9;84;14.3;8.7;10.2
2513;4.12.2021 06:00;22.4;65;24.2;13.9;84;14.3;8.5;9.9
2514;4.12.2021 07:00;22.5;67;24.6;13.9;86;14.3;8.6;10.3
2515;4.12.2021 08:00;22.1;66;23.9;14.2;84;14.7;7.9;9.3
2516;4.12.2021 09:00;22.0;67;23.9;14.2;83;14.7;7.8;9.2
2517;4.12.2021 10:00;21.9;69;23.9;15.0;81;15.6;6.9;8.4
2518;4.12.2021 11:00;22.4;68;24.6;15.4;78;15.9;7.0;8.7
2519;4.12.2021 12:00;22.1;69;24.2;15.4;76;15.7;6.7;8.5
2520;4.12.2021 13:00;22.3;73;24.9;15.5;74;15.8;6.8;9.1
2521;4.12.2021 14:00;22.3;74;25.0;15.4;74;15.7;6.9;9.3
2522;4.12.2021 15:00;22.3;75;25.1;13.5;90;14.1;8.8;11.0
2523;4.12.2021 16:00;22.5;72;25.0;12.7;93;13.2;9.8;11.8
2524;4.12.2021 17:00;22.5;68;24.7;12.4;92;12.8;10.1;11.9
2525;4.12.2021 18:00;22.5;67;24.6;12.1;91;12.3;10.4;12.3
2526;4.12.2021 19:00;22.5;62;24.1;12.8;91;13.3;9.7;10.9
2527;4.12.2021 20:00;22.4;61;23.9;13.1;88;13.4;9.3;10.5
2528;4.12.2021 21:00;22.1;59;23.3;12.9;86;13.1;9.2;10.2
2529;4.12.2021 22:00;21.4;61;22.5;12.6;87;12.8;8.8;9.7
2530;4.12.2021 23:00;21.1;64;22.4;12.3;87;12.4;8.8;10.1
2531;5.12.2021 00:00;21.2;64;22.5;10.9;86;10.5;10.3;12.0
2532;5.12.2021 01:00;21.5;65;23.1;10.1;81;9.4;11.4;13.7
2533;5.12.2021 02:00;21.6;66;23.3;9.9;84;9.3;11.7;14.0
2534;5.12.2021 03:00;21.5;68;23.3;9.9;86;9.3;11.6;14.0
2535;5.12.2021 04:00;21.4;68;23.2;10.2;88;9.7;11.2;13.5
2536;5.12.2021 05:00;21.1;66;22.6;10.4;91;10.2;10.7;12.4
2537;5.12.2021 06:00;20.9;64;22.1;10.6;94;10.5;10.3;11.6
2538;5.12.2021 07:00;20.6;67;22.0;11.0;95;11.0;9.6;11.0
2539;5.12.2021 08:00;20.2;64;21.2;11.2;93;11.2;9.0;10.0
2540;5.12.2021 09:00;20.0;69;21.3;11.2;91;11.2;8.8;10.2
2541;5.12.2021 10:00;20.2;73;21.9;12.3;85;12.3;7.9;9.6
2542;5.12.2021 11:00;20.2;75;22.1;13.6;78;13.6;6.6;8.5
2543;5.12.2021 12:00;20.7;76;22.9;14.6;73;14.5;6.1;8.4
2544;5.12.2021 13:00;20.7;75;22.8;15.2;70;15.1;5.5;7.7
2545;5.12.2021 14:00;21.5;75;24.0;15.6;68;15.5;5.9;8.5
2546;5.12.2021 15:00;21.4;73;23.6;15.0;72;15.0;6.4;8.6
2547;5.12.2021 16:00;21.4;73;23.6;15.3;70;15.3;6.1;8.3
2548;5.12.2021 17:00;21.5;74;23.8;14.7;73;14.7;6.8;9.1
2549;5.12.2021 18:00;21.5;70;23.5;12.7;84;12.8;8.8;10.7
2550;5.12.2021 19:00;21.6;68;23.4;11.8;92;12.0;9.8;11.4
2551;5.12.2021 20:00;21.7;66;23.4;11.4;95;11.6;10.3;11.8
2552;5.12.2021 21:00;21.8;65;23.5;10.5;96;10.5;11.3;13.0
2553;5.12.2021 22:00;21.6;62;22.9;10.2;96;10.1;11.4;12.8
2554;5.12.2021 23:00;21.7;62;23.0;10.0;96;9.9;11.7;13.1
2555;6.12.2021 00:00;21.6;61;22.8;10.3;95;10.2;11.3;12.6
2556;6.12.2021 01:00;21.2;64;22.6;10.6;94;10.5;10.6;12.1
2557;6.12.2021 02:00;21.0;65;22.3;10.7;94;10.6;10.3;11.7
2558;6.12.2021 03:00;21.0;67;22.6;10.9;93;10.9;10.1;11.6
2559;6.12.2021 04:00;20.7;67;22.1;11.0;93;11.0;9.7;11.2
2560;6.12.2021 05:00;20.7;67;22.1;11.1;92;11.1;9.6;11.0
2561;6.12.2021 06:00;19.9;65;20.9;11.6;92;11.7;8.3;9.2
2562;6.12.2021 07:00;20.0;68;21.3;11.7;91;11.8;8.3;9.5
2563;6.12.2021 08:00;19.8;67;20.9;11.7;89;11.7;8.1;9.3
2564;6.12.2021 09:00;20.2;71;21.8;12.2;86;12.2;8.0;9.6
2565;6.12.2021 10:00;20.2;75;22.1;13.9;77;13.9;6.3;8.2
2566;6.12.2021 11:00;20.0;75;21.8;15.8;72;16.0;4.2;5.8
2567;6.12.2021 12:00;22.1;80;25.3;15.7;71;15.9;6.4;9.4
2568;6.12.2021 13:00;21.7;75;24.2;15.7;74;16.0;6.0;8.2
2569;6.12.2021 14:00;21.5;74;23.8;15.7;75;16.1;5.8;7.7
2570;6.12.2021 15:00;21.3;73;23.5;16.6;70;16.9;4.7;6.6
2571;6.12.2021 16:00;21.3;72;23.4;16.2;71;16.4;5.1;7.0
2572;6.12.2021 17:00;21.4;72;23.5;15.5;74;15.8;5.9;7.7
2573;6.12.2021 18:00;21.5;72;23.6;14.7;79;15.1;6.8;8.6
2574;6.12.2021 19:00;21.5;70;23.5;13.7;85;14.1;7.8;9.4
2575;6.12.2021 20:00;21.5;71;23.6;13.4;86;13.8;8.1;9.8
2576;6.12.2021 21:00;21.6;69;23.5;13.3;85;13.6;8.3;9.9
2577;6.12.2021 22:00;21.7;68;23.5;13.1;86;13.3;8.6;10.2
2578;6.12.2021 23:00;21.7;67;23.5;13.5;84;13.8;8.2;9.7
2579;7.12.2021 00:00;21.5;67;23.2;13.2;88;13.5;8.3;9.7
2580;7.12.2021 01:00;21.5;66;23.1;12.7;90;13.1;8.8;10.0
2581;7.12.2021 02:00;21.4;65;22.9;12.4;91;12.7;9.0;10.2
2582;7.12.2021 03:00;20.9;64;22.1;12.1;91;12.4;8.8;9.8
2583;7.12.2021 04:00;21.1;67;22.7;12.2;87;12.2;8.9;10.4
2584;7.12.2021 05:00;21.1;68;22.7;11.8;86;11.7;9.3;11.0
2585;7.12.2021 06:00;20.8;66;22.2;11.5;85;11.3;9.3;10.9
2586;7.12.2021 07:00;20.5;65;21.7;11.6;83;11.3;8.9;10.3
2587;7.12.2021 08:00;20.6;66;21.9;12.2;79;11.9;8.4;10.0
2588;7.12.2021 09:00;20.4;69;21.9;13.1;76;12.8;7.3;9.1
2589;7.12.2021 10:00;20.2;72;21.8;13.7;70;13.3;6.5;8.5
2590;7.12.2021 11:00;20.5;68;21.9;12.3;89;12.5;8.2;9.4
2591;7.12.2021 12:00;20.9;70;22.7;12.8;78;12.5;8.1;10.1
2592;7.12.2021 13:00;20.8;72;22.7;12.0;82;11.7;8.8;11.0
